Disease,class,x1,x2
sores on my mouth ,mouth_face,5.11546949525,-20.8741023578
Sore throat,mouth_face,1.32250372386,-19.0109203347
My throat hurts,mouth_face,1.72783211917,-19.9021381768
hard to swallow ,mouth_face,5.98131711186,-17.0838284229
I had a sore throat ,mouth_face,1.30237533159,-18.9346479844
It has been hurting to swallow for the past few months,mouth_face,5.57801077022,-16.8412919281
Struggling to eat,mouth_face,-2.70529644934,-4.68197706912
I have been experiencing symptoms with my throat for the past month and it is now getting worse my voice is changing and I find it hard to swallow food,mouth_face,2.65030756079,-16.3369472185
It hurts when I swallow,mouth_face,6.11745477302,-17.0776696715
Cannot swallow,mouth_face,6.05761860339,-17.0865336567
Constipation ,abdomen,0.362937825933,13.129299077
I'm constipated,abdomen,1.69223515625,13.7045712181
Hard to go to the toilet ,abdomen,-2.4497015241,7.11592674228
Constipation,abdomen,0.362937808184,13.1292990442
I have been constipated for 3 days,abdomen,0.0660604399489,11.5362963272
Not opened bowels for 3 days and  difficult to pass. ,abdomen,0.491556863875,10.1258430212
constipation,abdomen,0.362937797825,13.1292988429
Stool is hard and lumpy have been constipated for three days ,abdomen,-0.146317703688,9.98123986918
I'm constipated,abdomen,1.69220295676,13.704554819
Constipated for 3 days,abdomen,0.0319081264668,11.4466148557
Head injury,head,-18.426135754,-2.01055274732
Bruised head and dizzy,head,-18.4158267021,-2.28686001986
Black eye ,eye,-12.3706248419,12.2324805077
Head injury,head,-18.4900319371,-2.04533278493
I hit my head this morning and now I have a bruise and black eye,head,-17.6960954809,-0.757858812608
Hit head this morning big bruise and black eye. Still in pain felling sleepy and confused. ,head,-17.9524997574,-0.558305575357
my head is very painful,head,-17.7302800589,-2.19480327436
Banged head have bruising and black eye painkillers haven't helped feeling sleepy,head,-18.0460290006,-0.515444378382
I fell over this morning and hit my head. I've bruised my head and feel sleepy,head,-17.4109118798,-1.51217341278
Pain on head,head,-17.929996864,-2.01567790576
Ear wax,ear,15.8463593493,-3.55159915848
I have blocked ears,ear,15.7983528027,-2.69436430327
Have Earache,ear,13.5909362881,-3.88419054672
Ear wax,ear,15.8572049933,-3.5319013525
I have an earache,ear,13.6011194129,-3.87411499187
Earache for 2 days slight loss of hearing,ear,13.8717702015,-3.88143185384
i have had a really bad earache for the past few days,ear,13.7447563582,-3.87421544185
Painful ear and loss od hearing build up of wax,ear,16.1418547608,-3.99514778244
I have earache,ear,13.6332849256,-3.85501799882
Hearing loss in left ear,ear,15.3165939247,-3.05994168676
Pain having sex ,sexual_health,-12.2282698451,3.89326350711
Sex hurts,sexual_health,-13.0533912455,4.24160715269
sex is painful,sexual_health,-13.1331059866,4.27850725072
Pain during sex,sexual_health,-12.1920020508,3.87767866234
Pain during sex. Vommiting ,sexual_health,-12.2554401048,3.90869630428
my vagina really hurts,sexual_health,-4.00243250722,19.3576020207
Have had unprotected sex now have pelvic pano during sex,sexual_health,-13.1092187399,4.36626787822
I've had some pain during sex,sexual_health,-12.1458473637,3.86221719895
Pain during sex,sexual_health,-12.1961203618,3.87406361873
Antibiotics sickness ,abdomen,4.48799264592,-6.85296992816
Side effect,abdomen,2.67591780911,-3.77271912788
I feel sick when I take antibiotics,abdomen,-3.73776325074,11.9036453175
On antibiotic metronidazole. Feeling sick but not vomitting. ,abdomen,-3.9783616038,11.20884411
i feel very sick,abdomen,0.218615702667,14.6616333649
I feel nauseated after taking antibiotics ,abdomen,-3.61454012242,12.0649017993
Nauseous ,abdomen,0.378198304235,14.0849054024
Bloating and diarrhoea ,abdomen,-0.720689407287,12.5968151857
Eating makes me bloated and guves me the shits,abdomen,-1.69670676563,11.7673837522
I got diarrhoea after eating ,abdomen,-0.604637902589,12.544172356
Bloating and diarrhoea after eating,abdomen,-0.878002025862,12.4936942028
Bloating and diarrhoea,abdomen,-0.716980672778,12.5926031108
Bloated ,abdomen,0.603749986294,13.9811532818
my abdomen is really bloated,abdomen,11.1743054537,16.2122833502
Bloating and diarrhoea after food,abdomen,-0.83439335518,12.4585790499
Occasional bloating and diarrhoea after eating,abdomen,-1.04037705716,12.4817505124
Bloating and diarrhoea ,abdomen,-0.716980674032,12.592603141
Bad cough,chest,9.44632251193,10.537862517
Coughing up white stuff,chest,10.948832807,10.5058969823
Have  cough with white sputum,chest,10.4771272446,10.4489869294
Shortness of breath,chest,12.5082451034,9.37988164904
Shortness of breath ,chest,12.5082437125,9.37988190468
Shortness of breath,chest,12.5082443173,9.37988125163
coughing white sputum,chest,11.2306938558,10.4473968392
Bad cough and short of breath,chest,10.5778772166,10.3597014449
I'm short of breath,chest,12.7284478032,10.2976911389
Cough with white spectrum ,chest,10.6008085503,10.4957803366
Burn when urinating ,sexual_health,-0.614256388409,5.98797633707
Pissing pain,sexual_health,-1.96089632751,4.81373266851
It burns when I wee,sexual_health,1.38189565963,4.35319063491
Burning pain when passing urine ,sexual_health,-1.51302156956,5.26394500674
Pain when passing urine ,sexual_health,-1.50886437727,5.25965252324
hurts when i pass urine,sexual_health,-0.957344968985,5.27351860443
Burning pain and lower back pain,sexual_health,14.8121945186,-9.76130850255
It hurts when I pee,sexual_health,0.467544251611,4.78710394913
Burning pain passing urine,sexual_health,-1.40534115216,5.27819023481
I have a painful eye,eye,-11.6669998151,12.4156634479
red sore eyes,eye,-12.3932413556,12.7868243726
Red painful eye,eye,-12.2116740402,12.5919332373
I have a red swollen eye,eye,-12.1505389111,12.5016255167
I have an sore eye and swollen eylid,eye,-10.6229287595,11.4586720382
i have a pain in my eye,eye,-11.5721209035,12.8972885793
"I've woken to a puffy, swollen eyelid though no injuries have take place ",eye,-9.47783356624,11.3593270136
red eye,eye,-12.4709979918,12.3142075783
"i woke up with a sore eye, it is also swollen",eye,-10.1225811279,11.4333160308
Breathlesness,chest,2.34184204374,-2.78321919987
I have a cough and a runny nose,chest,6.24185099073,10.9730570795
Cough fever and runny nose,chest,6.33625720667,10.9484175623
cough phlegm,chest,10.6534075648,10.55680496
I've had a really bad cough for the past 4 days. It started with a temperature but that's gone now.,chest,9.07394384829,9.2638308042
I've had a cough for 4 days ,chest,9.42073113896,9.784988481
I have a cough and runny nose,chest,6.25516599854,10.9747252263
i have a cough and runny nose,chest,6.25305820847,10.977128997
"a cough, runny nose and fever started about 4 days ago. other then the fever my symptoms aren't going away ",chest,6.29867285179,10.7427673728
bad cough,chest,9.43114100973,10.5467320649
i have had a cold recently but still have a bad cough,chest,9.20294050962,9.97184252085
i have a sore throat,mouth_face,1.32358597922,-18.9723007524
Weakness,non-anatomical,3.21036111901,-3.07075834256
I am feeling dizzy,non-anatomical,-7.69068353446,-3.54553957449
dizziness not had before,non-anatomical,-7.13395797322,-2.28330619771
dizzy,non-anatomical,-7.1186171416,-3.37451729865
I'm feeling dizzy all the time,non-anatomical,-7.77191103234,-3.65698320687
Dizziness ,non-anatomical,-7.21533047082,-2.70009600075
I had a sudden bout of dizziness,non-anatomical,-7.00556368341,-2.48873824501
Why am i feeling dizziness?,non-anatomical,-7.58462855194,-3.01164255718
Having random bursts of dizziness that last around 30 seconds ,non-anatomical,-6.82668983059,-1.90016813981
I am feeling dizzy,non-anatomical,-7.66569169674,-3.54297435744
i have all of a sudden become dizzy,non-anatomical,-6.72494309511,-2.92933035431
i am dizzy ,non-anatomical,-7.2718956676,-3.7005411817
Throat ache,mouth_face,1.4779622039,-19.3873982536
My voice has changed,mouth_face,5.33488576135,-14.520560746
voice change smoker lost weight,mouth_face,3.83509000931,-14.8872260892
hoarse voice,mouth_face,4.03318993024,-14.5811249633
My voice has changed over the last few weeks. It has become hoarser.,mouth_face,5.12328735649,-14.9771065645
My voice has changed over the last few weeks,mouth_face,5.13671244216,-14.9258338229
My voice is getting hoarse,mouth_face,5.38581624497,-14.4007585419
"my voice has been very hoarse for sometime, why is this?",mouth_face,4.97367747857,-14.9559968453
"my voice has become very hoarse recently, resulting in sounding quite different ",mouth_face,5.08047460242,-14.8751369128
My voice has changed recently,mouth_face,5.32629067117,-14.5508893699
my voice has changed over the last few weeks,mouth_face,5.13805997345,-14.9382412756
i have a hoarse voice ,mouth_face,4.02654051507,-14.6163395949
I have a nosebleed,nose,5.16841719461,6.50791876328
nose bleed,nose,-17.7998630359,10.2679355526
nose bleed,nose,-17.7998666371,10.2679376275
"I have had a nose bleed, never had them before",nose,-17.8985829362,10.5139563288
Nose bleeding,nose,-17.8868921505,10.2071487838
Why is my nose bleeding after brushing my teeth?,nose,-18.0067882301,10.3729923775
I have had some nose bleed,nose,-17.8415253062,10.327645794
i woke up this morning and had a nose bleed,nose,-17.7974497493,10.4543299098
I have been having nose bleeds ,nose,-17.7921514916,10.2388714918
Fissure,bottom,4.15490450549,-3.01036413931
It hurts when I poo,bottom,-4.65715952011,5.60928568778
pain doing poo blood,bottom,-1.26814851913,9.57446896823
poo blood,bottom,-4.26201900424,4.74768025003
It's painful when trying to passing stool and i noticed blood on the tissue,bottom,-3.41725428063,3.69407124361
It's painful when I go to the loo,bottom,-1.97740919648,6.62925253388
Painful and. Bait of blood in stool,bottom,-3.40938558248,3.73032909302
i have blood in my poo.,bottom,-4.42362391724,4.19615302821
im bleeding when passing stool,bottom,-3.46416730467,3.64776718603
I have had pain when passing stool,bottom,-3.00896666679,4.0678921295
i have been having some problems passing stools and small amount of blood on toilet paper,bottom,-3.52756057177,3.90190084957
i can't poo ,bottom,-4.73120727372,5.71727987921
Facial Hair,mouth_face,-1.94393793884,-11.9286376803
I have started growing facial hair,mouth_face,-2.16919445424,-11.9170205295
excess facial hair upper lip,mouth_face,-1.59257148713,-12.3407362239
excess facial hair,mouth_face,-1.95185341216,-11.8867763241
Pain in arm,hand,-17.4724907196,-9.70976717835
I punched a wall and heard a snapping sound,hand,0.417190084557,-2.58710959461
painful wrist from punching,hand,20.9844249188,2.98006164226
possible fractured hand,hand,19.1271020381,3.9553264473
My wrist is really painful,hand,21.193080879,2.77884279022
I've hurt my wrist,hand,21.043072387,2.83708501243
Bruised and painful hand,hand,19.2570719742,3.33754305929
I punched a wall and now my hand really hurts,hand,18.6326452889,4.12836812263
punched a wall now have a swollen hand ,hand,18.5947828089,3.87684477644
I have painful wrist,hand,20.9952549466,2.88796523772
I've hurt my hand and heard a whack,hand,18.9557575191,4.98593409119
Burn in hand,hand,19.3678546525,4.06995338554
I burnt my hand,hand,19.7410398368,4.08016580108
burnt hand while ironing,hand,19.3479894442,4.81885293254
minor burn on hand,hand,18.9966150395,4.12107691415
I burnt my hand about 10 minutes ago,hand,19.2241750854,5.25715983128
Burnt hand with iron,hand,19.2599308331,4.95416260428
Burnt my hand ironing ,hand,19.5853149367,4.46735717357
i burnt my hand on the iron,hand,19.2229093133,4.99621872337
Burnt hand whilst ironing ,hand,19.3261071162,4.86168239194
I have burnt my hand,hand,19.6197252534,4.09385013384
"i have burnt my hand on the iron, it has not blistered but sore",hand,18.8939438104,5.03371759012
i have a minor burn ,hand,3.93729821947,-2.20055326705
I've got a cold sore ,mouth_face,1.81345872988,-0.366961242941
I have cracked lips which are very sore,mouth_face,5.89618357311,-22.7308524552
Cracked lips,mouth_face,5.99947854493,-22.7186818047
cracked lips,mouth_face,6.3768281251,-22.7717831733
I have red sore lips ,mouth_face,5.92069983037,-22.735253495
The corners of my mouth is cracked and painful,mouth_face,4.81837607674,-19.6522037134
"Hi, I have cracks at the corner of my mouth and they are becoming painful - what could this be?",mouth_face,5.53027093244,-19.7189034348
My lips are sore,mouth_face,5.95399914475,-22.7559461888
I have cracks on the corners of my mouth and it is painful,mouth_face,5.41143044161,-19.8965888463
i have a cracked lip,mouth_face,6.12744358924,-22.3250123576
feeling ill,mouth_face,-3.68153571778,-2.48394633912
chest pain,chest,9.95863732518,3.81584357974
Sharp chest pain on my right side. Difficult to breathe. ,chest,8.74495460288,4.44196839824
Pains in my chest,chest,10.3113278391,3.91388242308
I have chest pains ,chest,9.70428395926,4.53625759609
I have sharp chest pain,chest,9.89546248068,3.74203970852
"Hi, I am experiencing sudden pain in the right side of my chest, with particularly sharp pain occurring when I breathe in. What could this be?",chest,8.09915662619,4.4925731813
I've just got really bad chest pain,chest,9.77413023983,3.7628597833
"My chest hurts on the right side and I'm having trouble breathing, even when sitting down",chest,8.43262236826,4.59028355537
Cant stop my chest beating rapidly,chest,9.04631106501,4.77805168235
sudden onset chest pain,chest,9.16113283902,3.57322840855
I've got abdominal pains ,abdomen,9.34835077254,17.7138077011
Abdominal pain and vomiting,abdomen,9.11154046132,18.6735519791
I have really bad stomache pains,abdomen,10.1484773092,15.0016154519
abdominal pain,abdomen,9.3213012467,18.1669846221
I'm having stomach pains ,abdomen,10.4867235595,18.2826996553
I have stomach pains and am sometimes vomiting ,abdomen,7.8140978912,16.3668847079
"Hi there, I am currently having sporadic abdominal pain with occasional vomiting - each episode lasts a few hours, can you shed some light on this?",abdomen,8.15982489023,16.0717985546
My tummy hurts,abdomen,11.5125577262,18.5346135405
"I have been puking and feeling pain in my stomach. This has happened many times over the years, especially when I'm stressed",abdomen,7.88243369043,15.1778279332
abdominal pain with occasional vomitting,abdomen,9.08256508147,18.3927838585
can't stop my stomach being in knots,abdomen,11.1746636089,17.9462492411
sporadic abdominal pains,abdomen,9.24951817968,17.7342997849
leg vein,leg,-11.0458067157,-12.0961283557
My legs are hurting ,leg,-11.0581933798,-11.3433067894
"My legs are swollen and ,y veins on my legs look ugly",leg,-11.0236836552,-10.6353607075
My legs are swollen with nasty veins and standing has become uncomfortable - the issue is on both sides - what could this be?,leg,-10.9601568991,-10.5114506911
I've got nasty veins on my legs ,leg,-11.1788976746,-12.3296019794
I have had swollen legs for months and visible veins which hurt when I stand,leg,-10.8042143556,-10.5020877314
swollen legs,leg,-10.7966400229,-12.5864767232
why are my veins popping out,leg,5.22552247524,-4.33864444942
Urinating more frequently ,sexual_health,-0.638982777025,7.17064150293
I keep needing to see a lot more often,sexual_health,3.97767621139,0.920618444601
I think I have a bladder issue ,sexual_health,0.187320804534,8.61672226003
I have been peeing a lot more recently and I am slightly worried,sexual_health,-0.0316511779158,7.16751325532
"My urinary frequency has gone up a few notches - I'm not experiencing any pain with it, perhaps you could assist me with this issue?",sexual_health,-3.61565309309,8.91772737455
I keep going to the loo,sexual_health,-2.05104967719,7.34582355307
I have to pee all the time and I feel very thirsty,sexual_health,0.423129455738,6.78396326439
going to urinate more frequently,sexual_health,-0.0948075351608,7.58254326632
im urinating more than usual and would like to stop,sexual_health,-0.0792384404366,7.60835966326
urinating frequently ,sexual_health,0.466887545418,6.82227398993
I've been getting penile discharge ,sexual_health,-4.88383470571,18.7699761183
"Penile discharge, swollen testicles ",sexual_health,-5.0693316874,19.6803711812
Discharge in my underwear,sexual_health,-5.64254655258,17.5386398109
I have discharge coming from my penis ,sexual_health,-6.55145907936,19.9464853381
It hurts when I wee and my balls are slightly swollen,sexual_health,1.13726350249,4.19487015251
"I have penile discharge and swollen testicles, what is this?",sexual_health,-4.9804010769,19.9094717111
There's stuff coming out of my penis,sexual_health,-7.21945302187,20.2841745088
It hurts when I pee and my balls are swollen. I have sketchy sex,sexual_health,0.863481195987,6.32321857607
slightly swollen testicles,sexual_health,-7.36438191428,18.64338264
I'm bleeding through my penis,sexual_health,-7.40492243701,19.7585381503
I have discharge in my penis and slightly swollen testicles,sexual_health,-5.82963607902,20.1177780799
Penile discharge,sexual_health,-5.00825849076,18.9869438297
i felt a breast lump ,breast,3.41353899723,17.9260489354
Lump in breast,breast,2.78047536486,18.5367980871
I have a lump in my breast,breast,2.75533678395,18.564300652
lump in breast,breast,2.781458628,18.5362234059
I have pain in my breast ,breast,2.8488000122,18.4866822131
I have just noticed a lump in my breast which I am concerned about ,breast,2.64235191834,18.6836990006
"I've noticed a lump in one of my breasts, what could this be?",breast,2.43745433839,18.8653397757
I've found a lump in my breast,breast,2.7591808089,18.559595048
I have a lump on my breast,breast,2.70907092046,18.6076835253
lump in one breast,breast,2.74373324107,18.5744895408
breast is hurting,breast,3.23369633165,18.110368745
I have a lump in my breast,breast,2.7556851113,18.5616336924
Lump in one breast ,breast,2.74694631415,18.5698856098
I've got foot blisters ,foot,-6.45561499564,-17.3795085747
Blisters on my heel,foot,-6.58773637532,-18.0575483795
I have a blister on the heel of my foot,foot,-6.50897730978,-17.8018192814
foot blister,foot,-6.50263352137,-17.363452329
I have a painful blister ,dermatology,10.6347611535,-1.05346052985
I have pain when walking,foot,0.553946297971,-0.729910553057
"I have pain when walking in new shoes, what could this be?",foot,-8.543580677,-17.6087562909
I've got a blister ,dermatology,10.6839520847,-1.01352962004
Blister on right heel and it hurts to walk,foot,-6.38040895626,-18.1125466641
blister on the heel,foot,-6.42404096417,-17.9232093699
legs hurt when i run,leg,-10.8327641015,-10.7714463549
I have blisters on the heel of my right foot,foot,-6.48014901588,-17.87205545
It hurts when I walk,foot,0.220603412257,-0.9339677481
I've got shoulder pain ,arm,-17.2562969262,-11.025941241
Sharp pain in my eggs hider and is swollen,arm,-2.56344555073,4.97106839988
I have shoulder pain,arm,-17.2552819636,-10.9946229811
shoulder pain,arm,-17.1940073162,-11.0848404179
Im having bad shoulder pain ,arm,-17.2072385621,-11.0531270651
Sharp pain in my left shoulder,arm,-17.6489898619,-11.0928352038
I have sharp pain in my left shoulder following a gym session - what is it?,arm,-16.3692688306,-11.2449808121
My shoulder really hurts ,arm,-16.9584561736,-11.4101468062
Hurt my shoulder lifting weights and it's swelling,arm,-16.4137133177,-11.0982978724
shoulder pain after went to the gym,arm,-16.6670017287,-11.1269563489
having shoulder spasms,arm,-17.2228496238,-10.893107456
I have a sharp pain in my left shoulder,arm,-17.6352968383,-11.0623591637
Pain in my shoulder,arm,-17.5674584199,-11.0564816798
i think i am short sighted ,eye,3.91591936505,0.377088742599
Find it hard to see things far away. Squinting to see and headaches. ,eye,-19.4824175074,2.1299000169
I can't see things far away,eye,-11.4284381979,8.70524855038
blurred vision,eye,-10.6764046731,9.91657488076
I'm finding it hard to see ,eye,4.02350222555,0.849165561959
I am finding it hard to see things that are far away,eye,4.01610328556,0.742833560264
My sight has become poor over distance - what could this be?,eye,-9.79214839977,10.3747124225
My vision is poor,eye,-11.6666571063,9.45062384108
Vision is getting worse from far away resulting in a headache,eye,-19.4665974373,2.16357673484
poor sight over distance,eye,-10.4072774728,9.72284955328
my eyes are in pain,eye,-11.474561481,10.7451834891
I cant see things that are far away,eye,3.93605948859,1.04117553985
poor sight over distance ,eye,-10.4103949579,9.78078952086
"very dry eyes, quite itchy ",eye,-12.5208218996,11.3777559203
I have been suffering from dry eyes for a couple of months,eye,-10.05297823,11.4249169514
My eyes are dry ,eye,-12.0248662173,10.6060399434
"Hi Babylon, I have been having problems with my eyes. They are really dry and feel very uncomfortable.",eye,-10.0538913857,11.3443238417
Why do I suffer from discomfort from dry eyes ,eye,-10.6971743484,12.330828885
my eyes feel really dry,eye,-11.8845494358,10.5191462978
My eyes are dry,eye,-12.0133253998,10.6367782533
"my eyes feel dry and have done for a while, which is quite painful",eye,-9.80164695799,11.3217824768
Visit GP,eye,3.07129970766,-7.19212647368
"I have dry eyes, they're not painful but can be uncomfortable",eye,-9.76483905194,11.3624292471
i feel really hot and cold and my nose is blocked ,nose,-17.9018857795,9.80768959589
I have had a general headache and fever for 2 days. My symptoms are getting worse.,head,-22.1507109703,0.438248964685
Dry thoat and tried,mouth_face,4.05403369081,-2.42399429334
"Hi baby lon, I've been experiencing headaches for the past 2 days. Alongside this I have had a dry cough but I don't seem to be getting any better ",head,-21.7008148287,1.5429346194
I have been suffering from a headache which has now developed into a cough and flu symptoms which are continuing to get worse ,head,-22.1194659561,1.42527970948
"I've had a headache, cough and been feeling really shivery and hot",head,-22.3431603111,1.61305405499
I have a dry cough ,chest,9.45732167613,10.5266653637
I think I've had a fever for the past two days,non-anatomical,-5.36645379664,-2.43337625817
Fever ,non-anatomical,-5.53899873646,-2.52854764598
My chest feels heavy,chest,10.9735263897,3.81503197129
I am experiencing a shortness in breath after a few minutes of exercise. It has been this way for around two months.,chest,10.3850857582,8.31936817176
I can't breathe properly,chest,12.9744501668,10.2167145192
"Hi, I have been experiencing difficulty breathing after I exercise. This has been happening for about 2 months now. ",chest,10.2931047719,8.19651108907
I've been feeling out of breath for a few weeks when I exercise ,chest,10.1353233366,8.28369786395
I have chronic breathing problems ,chest,11.6816730768,7.85211384954
I've got shortness of breath which gets worse after a few minutes of exercise,chest,10.7326022794,8.47195185541
Shortness of breath ,chest,12.5010442317,9.37698093683
"I feel short of breath, and this gets worse a few minutes after I start exercising.",chest,10.1408070424,8.26142724752
my head hurts,head,-17.7335698902,-2.18960552982
I have had a headache for the past 30 minutes. My head feels like it has a tight band around it.,head,-21.0210389477,0.137428280531
My head hurts for 30 mins,head,-17.8591087805,-2.21398342558
"Hi Babylon, I've been having a headache for the past 30 mins. It hurts a lot like a band is around my head.",head,-21.197478259,0.149211307786
I have a severe headache and my head feels like it's pounding. I have not experienced this before. ,head,-20.8895530814,-0.0740980385732
my head hurts a lot,head,-17.7905535272,-2.14525123081
I have a headache ,head,-23.9020726884,-1.01220062322
I've had a headache for the last half hour that I've never had before,head,-21.5206008014,0.466402745506
I've had a headache for the last half an hour or so and have not experienced this before,head,-21.451465043,0.382704804615
my bum hurts,bottom,-1.91462255306,2.50950165061
I have noticed a lump around my back passage. It has been increasing in size and is now pretty large. It also hurts to sit.,bottom,17.7570365272,-10.2319522157
I may have piles,bottom,3.97578080272,-1.67014195725
I have a painful lump around my anus that hurts when I sit down. 8 feel really unwell and it has been getting bigger over the past couple of days ,bottom,-4.27512214561,1.86263742719
"I have found a lump around my rectum area and is causing me discomfort to sit, it began a week ago and is continuing to increase in size. It is also making me feel unwell ",bottom,-4.34437379827,1.80003106689
I can feel a lump on my bum ,bottom,-2.8564515982,2.09414869295
Perivale Abscess,bottom,7.08704421255,-7.5694520418
I have a large lump around my rectum which is now getting bigger,bottom,-4.41202858829,1.87145330953
I have an increasingly large lump in my rectum,bottom,-4.6263738365,2.20666769927
theres a tingle in my arms and legs,arm,-15.1405621305,-7.5814875367
I have a recurring mild tingling feeling going down my arm. This often happens when I lean on my elbow at work.,arm,-15.7196002163,-8.35037947707
Tngerly feeling in arm,arm,-17.2876816724,-8.98180419508
I have a tingling sensation down my arm and it keeps happening slot ,arm,-16.0207500958,-8.51153434468
I've got pins and needles in my arms and hands ,arm,-16.0220447941,-7.99696443741
I have a sharp prickling pain over my body ,non-anatomical,1.58560977401,-0.0771363572945
I've got pins and needles from my arm to my hands which are now tingling all over,arm,-15.9026483339,-8.09329552606
I have a mild tingling sensation going down my arms into my hands,arm,-15.9799199847,-8.0833048757
i've got really bad cramps,abdomen,10.8747749545,13.9586859988
I have been having moderately painful cramping periods for the last 6 months along nausea and mild headaches.,sexual_health,-7.94129022727,6.79663508698
My period is causing me pain,sexual_health,-8.62893926247,4.30509665418
I'm having really bad cramps!! It's been happening for the past 6 months ,abdomen,10.8992376199,13.9912396476
Severe period pains ,sexual_health,-8.21967068795,4.21533769861
I have menstrual cramps ,sexual_health,-4.17893095034,9.01470841828
I have really painful periods,sexual_health,-8.37541052811,2.77875370436
Cramping periods 6 months ,sexual_health,-8.18694828286,5.06936133892
What can I do to help my painful periods,sexual_health,-2.04674204943,-0.36503425746
my knee really ached,leg,-9.99179807285,-12.1129440381
I have pain over the front of my knee. It has been getting worse especially with walking up and down stairs. It is also very stiff in the morning.,leg,-9.23148477913,-11.0532035351
My knee hurts,leg,-9.87202291883,-12.4016929553
My knee really hurts. It's been happening for the past few months. I've been experiencing stiffness in the morning and it hurts walking up and down the stairs ,leg,-9.38976892694,-10.9920916481
Knee pain is getting worse and interfering with daily exercise ,leg,-9.38215066239,-11.0681278689
i've got a stiff and painful knee,leg,-10.1746644317,-12.7552327919
My knee is stiff in he morning ,leg,-9.66901841091,-11.5400150158
Knee Pain,leg,-9.76491636204,-12.698405173
I have knee pain that's been getting worse over the past couple of months,leg,-9.37495036337,-11.148066864
Stiffness in knee in the morning no symptoms ,leg,-9.6308153844,-10.8952835974
I'm getting pain over the front of my knee which is worse on climbing stairs,leg,-9.2633120532,-11.2083385609
my throat hurts,mouth_face,1.72798298254,-19.9406959496
"I have a sore throat, dry cough and mild headache. It has been this way for 2 days.",mouth_face,7.84612082212,-11.9016679589
My throat hurts,mouth_face,1.72786984749,-19.902098238
My throat hurts so much!,mouth_face,1.73485827399,-19.9555912997
i've got a sore throat and headache ,mouth_face,7.52034995504,-12.4526089073
My throat feels dry,mouth_face,1.6814023497,-19.9014185605
my throat hurts and I have a dry cough plus mild headache,mouth_face,7.85292263852,-11.8798807344
Sore throat and dry cough ,chest,8.26076129879,10.750883526
"I have a sore throat, cough and headache",chest,7.79570633292,-11.9887230189
